YEAR,DOY,Hour,Kp index,R (Sunspot No.),"Dst-index, nT","ap_index, nT",f10.7_index
2020,83,3,33,0,-12,18,69.9
2020,83,4,33,0,-7,18,69.9
2020,83,5,33,0,-6,18,69.9
2020,83,6,13,0,-7,5,69.9
2020,83,7,13,0,-6,5,69.9
2020,83,8,13,0,-7,5,69.9
2020,83,9,30,0,-7,15,69.9
2020,83,10,30,0,-10,15,69.9
2020,83,11,30,0,-15,15,69.9
2020,83,12,23,0,-12,9,69.9
2020,83,13,23,0,-13,9,69.9
2020,83,14,23,0,-11,9,69.9
2020,83,15,20,0,-10,7,69.9
2020,83,16,20,0,-11,7,69.9
2020,83,17,20,0,-9,7,69.9
2020,83,18,33,0,-13,18,69.9
2020,83,19,33,0,-14,18,69.9
2020,83,20,33,0,-12,18,69.9
2020,83,21,20,0,-13,7,69.9
2020,83,22,20,0,-12,7,69.9
2020,83,23,20,0,-15,7,69.9
2020,84,0,27,0,-16,12,70.8
2020,84,1,27,0,-18,12,70.8
2020,84,2,27,0,-13,12,70.8
2020,84,3,10,0,-11,4,70.8
2020,84,4,10,0,-11,4,70.8
2020,84,5,10,0,-9,4,70.8
2020,84,6,10,0,-7,4,70.8
2020,84,7,10,0,-7,4,70.8
2020,84,8,10,0,-7,4,70.8
2020,84,9,3,0,-3,2,70.8
2020,84,10,3,0,0,2,70.8
2020,84,11,3,0,-1,2,70.8
2020,84,12,3,0,-3,2,70.8
2020,84,13,3,0,-6,2,70.8
2020,84,14,3,0,-6,2,70.8
2020,84,15,3,0,-3,2,70.8
2020,84,16,3,0,-1,2,70.8
2020,84,17,3,0,2,2,70.8
2020,84,18,3,0,2,2,70.8
2020,84,19,3,0,1,2,70.8
2020,84,20,3,0,-1,2,70.8
2020,84,21,0,0,-5,0,70.8
2020,84,22,0,0,-7,0,70.8
2020,84,23,0,0,-9,0,70.8
2020,85,0,17,0,-9,6,70.9
2020,85,1,17,0,-12,6,70.9
2020,85,2,17,0,-8,6,70.9
2020,85,3,0,0,-6,0,70.9
2020,85,4,0,0,-5,0,70.9
2020,85,5,0,0,-4,0,70.9
2020,85,6,3,0,-3,2,70.9
2020,85,7,3,0,-2,2,70.9
2020,85,8,3,0,-2,2,70.9
2020,85,9,7,0,-5,3,70.9
2020,85,10,7,0,-5,3,70.9
2020,85,11,7,0,-3,3,70.9
2020,85,12,10,0,-2,4,70.9
2020,85,13,10,0,-4,4,70.9
2020,85,14,10,0,-3,4,70.9
2020,85,15,0,0,-2,0,70.9
2020,85,16,0,0,0,0,70.9
2020,85,17,0,0,0,0,70.9
2020,85,18,3,0,0,2,70.9
2020,85,19,3,0,-2,2,70.9
2020,85,20,3,0,-2,2,70.9
2020,85,21,17,0,-2,6,70.9
2020,85,22,17,0,-8,6,70.9
2020,85,23,17,0,-10,6,70.9
2020,86,0,3,0,-12,2,69.9
2020,86,1,3,0,-13,2,69.9
2020,86,2,3,0,-12,2,69.9
2020,86,3,3,0,-6,2,69.9
2020,86,4,3,0,0,2,69.9
2020,86,5,3,0,0,2,69.9
2020,86,6,3,0,4,2,69.9
2020,86,7,3,0,3,2,69.9
2020,86,8,3,0,2,2,69.9
2020,86,9,10,0,1,4,69.9
2020,86,10,10,0,0,4,69.9
2020,86,11,10,0,2,4,69.9
2020,86,12,13,0,1,5,69.9
2020,86,13,13,0,1,5,69.9
2020,86,14,13,0,2,5,69.9
2020,86,15,17,0,4,6,69.9
2020,86,16,17,0,4,6,69.9
2020,86,17,17,0,1,6,69.9
2020,86,18,7,0,0,3,69.9
2020,86,19,7,0,2,3,69.9
2020,86,20,7,0,1,3,69.9
2020,86,21,30,0,1,15,69.9
2020,86,22,30,0,-1,15,69.9
2020,86,23,30,0,-9,15,69.9
2020,87,0,20,0,-12,7,69.2
2020,87,1,20,0,-13,7,69.2
2020,87,2,20,0,-10,7,69.2
2020,87,3,17,0,-5,6,69.2
2020,87,4,17,0,-4,6,69.2
2020,87,5,17,0,-2,6,69.2
2020,87,6,10,0,-2,4,69.2
2020,87,7,10,0,-1,4,69.2
2020,87,8,10,0,-2,4,69.2
2020,87,9,7,0,-1,3,69.2
2020,87,10,7,0,-1,3,69.2
2020,87,11,7,0,-2,3,69.2
2020,87,12,10,0,-4,4,69.2
2020,87,13,10,0,-7,4,69.2
2020,87,14,10,0,-6,4,69.2
2020,87,15,20,0,-7,7,69.2
2020,87,16,20,0,-6,7,69.2
2020,87,17,20,0,-5,7,69.2
2020,87,18,20,0,-5,7,69.2
2020,87,19,20,0,-5,7,69.2
2020,87,20,20,0,-4,7,69.2
2020,87,21,3,0,-1,2,69.2
2020,87,22,3,0,-1,2,69.2
2020,87,23,3,0,-4,2,69.2
2020,88,0,0,0,-7,0,69.0
2020,88,1,0,0,-9,0,69.0
2020,88,2,0,0,-8,0,69.0
2020,88,3,7,0,-6,3,69.0
2020,88,4,7,0,-2,3,69.0
2020,88,5,7,0,-2,3,69.0
2020,88,6,13,0,3,5,69.0
2020,88,7,13,0,3,5,69.0
2020,88,8,13,0,2,5,69.0
2020,88,9,17,0,2,6,69.0
2020,88,10,17,0,0,6,69.0
2020,88,11,17,0,-2,6,69.0
2020,88,12,13,0,-2,5,69.0
2020,88,13,13,0,-2,5,69.0
2020,88,14,13,0,-2,5,69.0
2020,88,15,3,0,-3,2,69.0
2020,88,16,3,0,-2,2,69.0
2020,88,17,3,0,-1,2,69.0
2020,88,18,17,0,-1,6,69.0
2020,88,19,17,0,-2,6,69.0
2020,88,20,17,0,-2,6,69.0
2020,88,21,23,0,-4,9,69.0
2020,88,22,23,0,-10,9,69.0
2020,88,23,23,0,-11,9,69.0
2020,89,0,7,0,-8,3,68.6
2020,89,1,7,0,-5,3,68.6
2020,89,2,7,0,-5,3,68.6
2020,89,3,3,0,-5,2,68.6
2020,89,4,3,0,-4,2,68.6
2020,89,5,3,0,-1,2,68.6
2020,89,6,20,0,3,7,68.6
2020,89,7,20,0,2,7,68.6
2020,89,8,20,0,1,7,68.6
2020,89,9,20,0,4,7,68.6
2020,89,10,20,0,9,7,68.6
2020,89,11,20,0,5,7,68.6
2020,89,12,33,0,0,18,68.6
2020,89,13,33,0,-9,18,68.6
2020,89,14,33,0,-11,18,68.6
2020,89,15,20,0,-12,7,68.6
2020,89,16,20,0,-11,7,68.6
2020,89,17,20,0,-8,7,68.6
2020,89,18,17,0,-9,6,68.6
2020,89,19,17,0,-12,6,68.6
2020,89,20,17,0,-17,6,68.6
2020,89,21,10,0,-19,4,68.6
2020,89,22,10,0,-21,4,68.6
2020,89,23,10,0,-23,4,68.6
2020,90,0,13,3,-20,5,69.1
2020,90,1,13,3,-16,5,69.1
2020,90,2,13,3,-9,5,69.1
2020,90,3,23,3,-3,9,69.1
2020,90,4,23,3,-6,9,69.1
2020,90,5,23,3,-4,9,69.1
2020,90,6,13,3,-3,5,69.1
2020,90,7,13,3,-2,5,69.1
2020,90,8,13,3,-4,5,69.1
2020,90,9,10,3,-7,4,69.1
2020,90,10,10,3,-8,4,69.1
2020,90,11,10,3,-7,4,69.1
2020,90,12,13,3,-9,5,69.1
2020,90,13,13,3,-12,5,69.1
2020,90,14,13,3,-9,5,69.1
2020,90,15,33,3,-7,18,69.1
2020,90,16,33,3,-4,18,69.1
2020,90,17,33,3,-12,18,69.1
2020,90,18,33,3,-15,18,69.1
2020,90,19,33,3,-24,18,69.1
2020,90,20,33,3,-28,18,69.1
2020,90,21,40,3,-28,27,69.1
2020,90,22,40,3,-24,27,69.1
2020,90,23,40,3,-21,27,69.1
2020,91,0,33,11,-26,18,69.8
2020,91,1,33,11,-35,18,69.8
2020,91,2,33,11,-41,18,69.8
2020,91,3,40,11,-37,27,69.8
2020,91,4,40,11,-28,27,69.8
2020,91,5,40,11,-20,27,69.8
2020,91,6,37,11,-18,22,69.8
2020,91,7,37,11,-20,22,69.8
2020,91,8,37,11,-15,22,69.8
2020,91,9,20,11,-7,7,69.8
2020,91,10,20,11,-3,7,69.8
2020,91,11,20,11,-3,7,69.8
2020,91,12,30,11,-10,15,69.8
2020,91,13,30,11,-21,15,69.8
2020,91,14,30,11,-23,15,69.8
2020,91,15,27,11,-25,12,69.8
2020,91,16,27,11,-22,12,69.8
2020,91,17,27,11,-15,12,69.8
2020,91,18,23,11,-16,9,69.8
2020,91,19,23,11,-18,9,69.8
2020,91,20,23,11,-12,9,69.8
2020,91,21,13,11,-13,5,69.8
2020,91,22,13,11,-17,5,69.8
2020,91,23,13,11,-18,5,69.8
2020,92,0,20,13,-8,7,69.2
2020,92,1,20,13,-9,7,69.2
2020,92,2,20,13,-12,7,69.2
2020,92,3,23,13,-16,9,69.2
2020,92,4,23,13,-13,9,69.2
2020,92,5,23,13,-9,9,69.2
2020,92,6,10,13,-9,4,69.2
2020,92,7,10,13,-12,4,69.2
2020,92,8,10,13,-14,4,69.2
2020,92,9,7,13,-12,3,69.2
2020,92,10,7,13,-10,3,69.2
2020,92,11,7,13,-7,3,69.2
2020,92,12,3,13,-6,2,69.2
2020,92,13,3,13,-7,2,69.2
2020,92,14,3,13,-8,2,69.2
2020,92,15,13,13,-10,5,69.2
2020,92,16,13,13,-11,5,69.2
2020,92,17,13,13,-12,5,69.2
2020,92,18,10,13,-14,4,69.2
2020,92,19,10,13,-13,4,69.2
2020,92,20,10,13,-15,4,69.2
2020,92,21,20,13,-17,7,69.2
2020,92,22,20,13,-18,7,69.2
2020,92,23,20,13,-18,7,69.2
2020,93,0,10,13,-14,4,69.7
2020,93,1,10,13,-11,4,69.7
2020,93,2,10,13,-11,4,69.7
2020,93,3,20,13,-15,7,69.7
2020,93,4,20,13,-19,7,69.7
2020,93,5,20,13,-15,7,69.7
2020,93,6,20,13,-14,7,69.7
2020,93,7,20,13,-15,7,69.7
2020,93,8,20,13,-15,7,69.7
2020,93,9,13,13,-12,5,69.7
2020,93,10,13,13,-9,5,69.7
2020,93,11,13,13,-4,5,69.7
2020,93,12,10,13,-1,4,69.7
2020,93,13,10,13,-3,4,69.7
2020,93,14,10,13,-5,4,69.7
2020,93,15,7,13,-5,3,69.7
2020,93,16,7,13,-5,3,69.7
2020,93,17,7,13,-4,3,69.7
2020,93,18,20,13,-7,7,69.7
2020,93,19,20,13,-12,7,69.7
2020,93,20,20,13,-14,7,69.7
2020,93,21,27,13,-15,12,69.7
2020,93,22,27,13,-11,12,69.7
2020,93,23,27,13,-11,12,69.7
2020,94,0,23,13,-11,9,70.0
2020,94,1,23,13,-13,9,70.0
2020,94,2,23,13,-16,9,70.0
2020,94,3,20,13,-15,7,70.0
2020,94,4,20,13,-15,7,70.0
2020,94,5,20,13,-15,7,70.0
2020,94,6,7,13,-13,3,70.0
2020,94,7,7,13,-11,3,70.0
2020,94,8,7,13,-9,3,70.0
2020,94,9,7,13,-8,3,70.0
2020,94,10,7,13,-11,3,70.0
2020,94,11,7,13,-7,3,70.0
2020,94,12,10,13,-3,4,70.0
2020,94,13,10,13,-3,4,70.0
2020,94,14,10,13,-11,4,70.0
2020,94,15,13,13,-14,5,70.0
2020,94,16,13,13,-10,5,70.0
2020,94,17,13,13,-12,5,70.0
2020,94,18,23,13,-14,9,70.0
2020,94,19,23,13,-13,9,70.0
2020,94,20,23,13,-9,9,70.0
2020,94,21,37,13,-8,22,70.0
2020,94,22,37,13,-17,22,70.0
2020,94,23,37,13,-19,22,70.0
2020,95,0,20,13,-14,7,70.2
2020,95,1,20,13,-10,7,70.2
2020,95,2,20,13,-13,7,70.2
2020,95,3,3,13,-14,2,70.2
2020,95,4,3,13,-13,2,70.2
2020,95,5,3,13,-10,2,70.2
2020,95,6,0,13,-8,0,70.2
2020,95,7,0,13,-6,0,70.2
2020,95,8,0,13,-1,0,70.2
2020,95,9,13,13,-2,5,70.2
2020,95,10,13,13,-3,5,70.2
2020,95,11,13,13,3,5,70.2
2020,95,12,3,13,4,2,70.2
2020,95,13,3,13,4,2,70.2
2020,95,14,3,13,3,2,70.2
2020,95,15,7,13,0,3,70.2
2020,95,16,7,13,-2,3,70.2
2020,95,17,7,13,-3,3,70.2
2020,95,18,17,13,-7,6,70.2
2020,95,19,17,13,-10,6,70.2
2020,95,20,17,13,-9,6,70.2
2020,95,21,17,13,-12,6,70.2
2020,95,22,17,13,-7,6,70.2
2020,95,23,17,13,-3,6,70.2
2020,96,0,17,0,0,6,71.3
2020,96,1,17,0,3,6,71.3
2020,96,2,17,0,3,6,71.3
2020,96,3,13,0,2,5,71.3
2020,96,4,13,0,4,5,71.3
2020,96,5,13,0,4,5,71.3
2020,96,6,7,0,3,3,71.3
2020,96,7,7,0,0,3,71.3
2020,96,8,7,0,-3,3,71.3
2020,96,9,13,0,-2,5,71.3
2020,96,10,13,0,-3,5,71.3
2020,96,11,13,0,-1,5,71.3
2020,96,12,10,0,0,4,71.3
2020,96,13,10,0,-2,4,71.3
2020,96,14,10,0,-3,4,71.3
2020,96,15,7,0,-4,3,71.3
2020,96,16,7,0,-5,3,71.3
2020,96,17,7,0,-6,3,71.3
2020,96,18,3,0,-6,2,71.3
2020,96,19,3,0,-4,2,71.3
2020,96,20,3,0,0,2,71.3
2020,96,21,10,0,3,4,71.3
2020,96,22,10,0,7,4,71.3
2020,96,23,10,0,8,4,71.3
2020,97,0,10,0,6,4,70.1
2020,97,1,10,0,2,4,70.1
2020,97,2,10,0,-1,4,70.1
2020,97,3,10,0,-3,4,70.1
2020,97,4,10,0,-1,4,70.1
2020,97,5,10,0,-1,4,70.1
2020,97,6,3,0,-1,2,70.1
2020,97,7,3,0,1,2,70.1
2020,97,8,3,0,2,2,70.1
2020,97,9,0,0,3,0,70.1
2020,97,10,0,0,2,0,70.1
2020,97,11,0,0,2,0,70.1
2020,97,12,10,0,3,4,70.1
2020,97,13,10,0,4,4,70.1
2020,97,14,10,0,2,4,70.1
2020,97,15,3,0,1,2,70.1
2020,97,16,3,0,-1,2,70.1
2020,97,17,3,0,0,2,70.1
2020,97,18,0,0,0,0,70.1
2020,97,19,0,0,0,0,70.1
2020,97,20,0,0,2,0,70.1
2020,97,21,0,0,4,0,70.1
2020,97,22,0,0,4,0,70.1
2020,97,23,0,0,4,0,70.1
2020,98,0,0,0,4,0,70.1
2020,98,1,0,0,4,0,70.1
2020,98,2,0,0,4,0,70.1
2020,98,3,0,0,5,0,70.1
2020,98,4,0,0,7,0,70.1
2020,98,5,0,0,7,0,70.1
2020,98,6,0,0,7,0,70.1
2020,98,7,0,0,6,0,70.1
2020,98,8,0,0,6,0,70.1
2020,98,9,3,0,8,2,70.1
2020,98,10,3,0,6,2,70.1
2020,98,11,3,0,5,2,70.1
2020,98,12,0,0,6,0,70.1
2020,98,13,0,0,4,0,70.1
2020,98,14,0,0,3,0,70.1
2020,98,15,3,0,4,2,70.1
2020,98,16,3,0,5,2,70.1
2020,98,17,3,0,2,2,70.1
2020,98,18,20,0,2,7,70.1
2020,98,19,20,0,1,7,70.1
2020,98,20,20,0,3,7,70.1
2020,98,21,20,0,8,7,70.1
2020,98,22,20,0,6,7,70.1
2020,98,23,20,0,6,7,70.1
2020,99,0,17,0,9,6,70.7
2020,99,1,17,0,16,6,70.7
2020,99,2,17,0,19,6,70.7
2020,99,3,27,0,12,12,70.7
2020,99,4,27,0,-3,12,70.7
2020,99,5,27,0,-4,12,70.7
2020,99,6,20,0,-1,7,70.7
2020,99,7,20,0,-4,7,70.7
2020,99,8,20,0,-9,7,70.7
2020,99,9,27,0,-13,12,70.7
2020,99,10,27,0,-15,12,70.7
2020,99,11,27,0,-11,12,70.7
2020,99,12,33,0,-7,18,70.7
2020,99,13,33,0,-5,18,70.7
2020,99,14,33,0,-11,18,70.7
2020,99,15,37,0,-15,22,70.7
2020,99,16,37,0,-22,22,70.7
2020,99,17,37,0,-19,22,70.7
2020,99,18,17,0,-21,6,70.7
2020,99,19,17,0,-13,6,70.7
2020,99,20,17,0,-13,6,70.7
2020,99,21,33,0,-13,18,70.7
2020,99,22,33,0,-20,18,70.7
2020,99,23,33,0,-19,18,70.7
2020,100,0,17,0,-18,6,70.6
2020,100,1,17,0,-18,6,70.6
2020,100,2,17,0,-15,6,70.6
2020,100,3,7,0,-14,3,70.6
2020,100,4,7,0,-11,3,70.6
2020,100,5,7,0,-11,3,70.6
2020,100,6,7,0,-12,3,70.6
2020,100,7,7,0,-13,3,70.6
2020,100,8,7,0,-10,3,70.6
2020,100,9,7,0,-7,3,70.6
2020,100,10,7,0,-6,3,70.6
2020,100,11,7,0,-4,3,70.6
2020,100,12,13,0,-8,5,70.6
2020,100,13,13,0,-8,5,70.6
2020,100,14,13,0,-8,5,70.6
2020,100,15,3,0,-9,2,70.6
2020,100,16,3,0,-9,2,70.6
2020,100,17,3,0,-10,2,70.6
2020,100,18,17,0,-9,6,70.6
2020,100,19,17,0,-9,6,70.6
2020,100,20,17,0,-9,6,70.6
2020,100,21,10,0,-8,4,70.6
2020,100,22,10,0,-7,4,70.6
2020,100,23,10,0,-6,4,70.6
2020,101,0,0,0,-5,0,69.5
2020,101,1,0,0,-3,0,69.5
2020,101,2,0,0,-2,0,69.5
2020,101,3,7,0,-2,3,69.5
2020,101,4,7,0,-2,3,69.5
2020,101,5,7,0,-2,3,69.5
2020,101,6,10,0,-4,4,69.5
2020,101,7,10,0,-5,4,69.5
2020,101,8,10,0,-3,4,69.5
2020,101,9,13,0,-3,5,69.5
2020,101,10,13,0,2,5,69.5
2020,101,11,13,0,4,5,69.5
2020,101,12,10,0,3,4,69.5
2020,101,13,10,0,2,4,69.5
2020,101,14,10,0,2,4,69.5
2020,101,15,23,0,2,9,69.5
2020,101,16,23,0,-3,9,69.5
2020,101,17,23,0,-3,9,69.5
2020,101,18,10,0,-4,4,69.5
2020,101,19,10,0,-2,4,69.5
2020,101,20,10,0,-1,4,69.5
2020,101,21,3,0,1,2,69.5
2020,101,22,3,0,2,2,69.5
2020,101,23,3,0,3,2,69.5
2020,102,0,10,0,3,4,70.9
2020,102,1,10,0,6,4,70.9
2020,102,2,10,0,2,4,70.9
2020,102,3,7,0,0,3,70.9
2020,102,4,7,0,0,3,70.9
2020,102,5,7,0,1,3,70.9
2020,102,6,7,0,-1,3,70.9
2020,102,7,7,0,-2,3,70.9
2020,102,8,7,0,1,3,70.9
2020,102,9,7,0,5,3,70.9
2020,102,10,7,0,4,3,70.9
2020,102,11,7,0,2,3,70.9
2020,102,12,20,0,3,7,70.9
2020,102,13,20,0,-2,7,70.9
2020,102,14,20,0,-9,7,70.9
2020,102,15,33,0,-13,18,70.9
2020,102,16,33,0,-19,18,70.9
2020,102,17,33,0,-21,18,70.9
2020,102,18,23,0,-18,9,70.9
2020,102,19,23,0,-12,9,70.9
2020,102,20,23,0,-9,9,70.9
2020,102,21,23,0,-7,9,70.9
2020,102,22,23,0,-4,9,70.9
2020,102,23,23,0,0,9,70.9
2020,103,0,7,0,6,3,71.1
2020,103,1,7,0,8,3,71.1
2020,103,2,7,0,8,3,71.1
2020,103,3,17,0,7,6,71.1
2020,103,4,17,0,4,6,71.1
2020,103,5,17,0,1,6,71.1
2020,103,6,13,0,-3,5,71.1
2020,103,7,13,0,-5,5,71.1
2020,103,8,13,0,-6,5,71.1
2020,103,9,10,0,-6,4,71.1
2020,103,10,10,0,-4,4,71.1
2020,103,11,10,0,-2,4,71.1
2020,103,12,23,0,-1,9,71.1
2020,103,13,23,0,1,9,71.1
2020,103,14,23,0,2,9,71.1
2020,103,15,17,0,0,6,71.1
2020,103,16,17,0,-3,6,71.1
2020,103,17,17,0,-4,6,71.1
2020,103,18,27,0,-7,12,71.1
2020,103,19,27,0,-5,12,71.1
2020,103,20,27,0,-7,12,71.1
2020,103,21,13,0,-8,5,71.1
2020,103,22,13,0,-6,5,71.1
2020,103,23,13,0,-5,5,71.1
2020,104,0,10,0,-5,4,70.7
2020,104,1,10,0,-4,4,70.7
2020,104,2,10,0,-4,4,70.7
2020,104,3,17,0,-3,6,70.7
2020,104,4,17,0,-3,6,70.7
2020,104,5,17,0,-2,6,70.7
2020,104,6,7,0,-3,3,70.7
2020,104,7,7,0,-2,3,70.7
2020,104,8,7,0,-3,3,70.7
2020,104,9,7,0,-2,3,70.7
2020,104,10,7,0,-2,3,70.7
2020,104,11,7,0,0,3,70.7
2020,104,12,13,0,2,5,70.7
2020,104,13,13,0,2,5,70.7
2020,104,14,13,0,1,5,70.7
2020,104,15,13,0,3,5,70.7
2020,104,16,13,0,3,5,70.7
2020,104,17,13,0,0,5,70.7
2020,104,18,13,0,-2,5,70.7
2020,104,19,13,0,-1,5,70.7
2020,104,20,13,0,1,5,70.7
2020,104,21,13,0,3,5,70.7
2020,104,22,13,0,3,5,70.7
2020,104,23,13,0,0,5,70.7
2020,105,0,23,0,1,9,69.4
2020,105,1,23,0,4,9,69.4
2020,105,2,23,0,3,9,69.4
2020,105,3,33,0,2,18,69.4
2020,105,4,33,0,5,18,69.4
2020,105,5,33,0,4,18,69.4
2020,105,6,23,0,7,9,69.4
2020,105,7,23,0,3,9,69.4
2020,105,8,23,0,1,9,69.4
2020,105,9,17,0,0,6,69.4
2020,105,10,17,0,-2,6,69.4
2020,105,11,17,0,0,6,69.4
2020,105,12,7,0,2,3,69.4
2020,105,13,7,0,2,3,69.4
2020,105,14,7,0,0,3,69.4
2020,105,15,3,0,-1,2,69.4
2020,105,16,3,0,0,2,69.4
2020,105,17,3,0,0,2,69.4
2020,105,18,3,0,1,2,69.4
2020,105,19,3,0,3,2,69.4
2020,105,20,3,0,6,2,69.4
2020,105,21,20,0,4,7,69.4
2020,105,22,20,0,0,7,69.4
2020,105,23,20,0,-6,7,69.4
2020,106,0,30,0,-11,15,68.9
2020,106,1,30,0,-11,15,68.9
2020,106,2,30,0,-9,15,68.9
2020,106,3,27,0,-8,12,68.9
2020,106,4,27,0,-12,12,68.9
2020,106,5,27,0,-15,12,68.9
2020,106,6,17,0,-19,6,68.9
2020,106,7,17,0,-14,6,68.9
2020,106,8,17,0,-9,6,68.9
2020,106,9,10,0,-4,4,68.9
2020,106,10,10,0,-1,4,68.9
2020,106,11,10,0,1,4,68.9
2020,106,12,10,0,0,4,68.9
2020,106,13,10,0,0,4,68.9
2020,106,14,10,0,1,4,68.9
2020,106,15,7,0,0,3,68.9
2020,106,16,7,0,0,3,68.9
2020,106,17,7,0,2,3,68.9
2020,106,18,10,0,2,4,68.9
2020,106,19,10,0,4,4,68.9
2020,106,20,10,0,2,4,68.9
2020,106,21,13,0,0,5,68.9
2020,106,22,13,0,0,5,68.9
2020,106,23,13,0,0,5,68.9
2020,107,0,20,0,-2,7,69.0
2020,107,1,20,0,-3,7,69.0
2020,107,2,20,0,-5,7,69.0
2020,107,3,10,0,-6,4,69.0
2020,107,4,10,0,-7,4,69.0
2020,107,5,10,0,-10,4,69.0
2020,107,6,10,0,-14,4,69.0
2020,107,7,10,0,-11,4,69.0
2020,107,8,10,0,-7,4,69.0
2020,107,9,3,0,-4,2,69.0
2020,107,10,3,0,-4,2,69.0
2020,107,11,3,0,-1,2,69.0
2020,107,12,3,0,0,2,69.0
2020,107,13,3,0,-2,2,69.0
2020,107,14,3,0,-7,2,69.0
2020,107,15,10,0,-10,4,69.0
2020,107,16,10,0,-10,4,69.0
2020,107,17,10,0,-9,4,69.0
2020,107,18,10,0,-4,4,69.0
2020,107,19,10,0,1,4,69.0
2020,107,20,10,0,5,4,69.0
2020,107,21,3,0,3,2,69.0
2020,107,22,3,0,0,2,69.0
2020,107,23,3,0,-2,2,69.0
2020,108,0,10,0,-5,4,68.4
2020,108,1,10,0,-3,4,68.4
2020,108,2,10,0,-1,4,68.4
2020,108,3,3,0,1,2,68.4
2020,108,4,3,0,3,2,68.4
2020,108,5,3,0,4,2,68.4
2020,108,6,13,0,4,5,68.4
2020,108,7,13,0,2,5,68.4
2020,108,8,13,0,-1,5,68.4
2020,108,9,10,0,-1,4,68.4
2020,108,10,10,0,0,4,68.4
2020,108,11,10,0,3,4,68.4
2020,108,12,7,0,6,3,68.4
2020,108,13,7,0,6,3,68.4
2020,108,14,7,0,4,3,68.4
2020,108,15,3,0,0,2,68.4
2020,108,16,3,0,-1,2,68.4
2020,108,17,3,0,1,2,68.4
2020,108,18,3,0,2,2,68.4
2020,108,19,3,0,-1,2,68.4
2020,108,20,3,0,-2,2,68.4
2020,108,21,13,0,-2,5,68.4
2020,108,22,13,0,2,5,68.4
2020,108,23,13,0,3,5,68.4
2020,109,0,13,0,-1,5,70.4
2020,109,1,13,0,-3,5,70.4
2020,109,2,13,0,-7,5,70.4
2020,109,3,17,0,-9,6,70.4
2020,109,4,17,0,-6,6,70.4
2020,109,5,17,0,-2,6,70.4
2020,109,6,13,0,0,5,70.4
2020,109,7,13,0,-4,5,70.4
2020,109,8,13,0,-6,5,70.4
2020,109,9,10,0,-3,4,70.4
2020,109,10,10,0,1,4,70.4
2020,109,11,10,0,2,4,70.4
2020,109,12,7,0,0,3,70.4
2020,109,13,7,0,-2,3,70.4
2020,109,14,7,0,-5,3,70.4
2020,109,15,3,0,-7,2,70.4
2020,109,16,3,0,-8,2,70.4
2020,109,17,3,0,-6,2,70.4
2020,109,18,3,0,-3,2,70.4
2020,109,19,3,0,0,2,70.4
2020,109,20,3,0,1,2,70.4
2020,109,21,0,0,0,0,70.4
2020,109,22,0,0,1,0,70.4
2020,109,23,0,0,3,0,70.4
2020,110,0,0,0,3,0,69.2
2020,110,1,0,0,3,0,69.2
2020,110,2,0,0,4,0,69.2
2020,110,3,0,0,5,0,69.2
2020,110,4,0,0,5,0,69.2
2020,110,5,0,0,5,0,69.2
2020,110,6,3,0,3,2,69.2
2020,110,7,3,0,2,2,69.2
2020,110,8,3,0,3,2,69.2
2020,110,9,0,0,6,0,69.2
2020,110,10,0,0,7,0,69.2
2020,110,11,0,0,9,0,69.2
2020,110,12,7,0,7,3,69.2
2020,110,13,7,0,6,3,69.2
2020,110,14,7,0,4,3,69.2
2020,110,15,3,0,3,2,69.2
2020,110,16,3,0,0,2,69.2
2020,110,17,3,0,-2,2,69.2
2020,110,18,3,0,-2,2,69.2
2020,110,19,3,0,-1,2,69.2
2020,110,20,3,0,1,2,69.2
2020,110,21,0,0,2,0,69.2
2020,110,22,0,0,4,0,69.2
2020,110,23,0,0,4,0,69.2
2020,111,0,23,0,2,9,68.9
2020,111,1,23,0,2,9,68.9
2020,111,2,23,0,7,9,68.9
2020,111,3,30,0,11,15,68.9
2020,111,4,30,0,8,15,68.9
2020,111,5,30,0,11,15,68.9
2020,111,6,33,0,16,18,68.9
2020,111,7,33,0,20,18,68.9
2020,111,8,33,0,9,18,68.9
2020,111,9,47,0,-21,39,68.9
2020,111,10,47,0,-39,39,68.9
2020,111,11,47,0,-50,39,68.9
2020,111,12,43,0,-59,32,68.9
2020,111,13,43,0,-56,32,68.9
2020,111,14,43,0,-44,32,68.9
2020,111,15,23,0,-39,9,68.9
2020,111,16,23,0,-37,9,68.9
2020,111,17,23,0,-33,9,68.9
2020,111,18,3,0,-30,2,68.9
2020,111,19,3,0,-30,2,68.9
2020,111,20,3,0,-30,2,68.9
2020,111,21,7,0,-26,3,68.9
2020,111,22,7,0,-16,3,68.9
2020,111,23,7,0,-14,3,68.9
2020,112,0,13,0,-14,5,69.8
2020,112,1,13,0,-11,5,69.8
2020,112,2,13,0,-10,5,69.8
2020,112,3,17,0,-5,6,69.8
2020,112,4,17,0,4,6,69.8
2020,112,5,17,0,7,6,69.8
2020,112,6,10,0,1,4,69.8
2020,112,7,10,0,0,4,69.8
2020,112,8,10,0,0,4,69.8
2020,112,9,17,0,1,6,69.8
2020,112,10,17,0,-2,6,69.8
2020,112,11,17,0,-12,6,69.8
2020,112,12,27,0,-26,12,69.8
2020,112,13,27,0,-27,12,69.8
2020,112,14,27,0,-21,12,69.8
2020,112,15,33,0,-19,18,69.8
